sigla,nombre,creditos,busqueda
PSI2445,Perspectivas Actuales en Neuropsicología,10,perspectivas actuales en neuropsicologia
PSI2446,Aplicaciones de la Psicología a la Promoción del Desarrollo Humano,10,aplicaciones de la psicologia a la promocion del desarrollo humano
PSI2447,Pensar: ñMas alla del Lenguajeñ,10,pensar: nmas alla del lenguajen
PSI2448,"Psicología, Discapacidad e Inclusión",10,"psicologia, discapacidad e inclusion"
PSI2449,Psicología de la Desigualdad,10,psicologia de la desigualdad
PSI2450,Enfoques Humanista y Transpersonal: Conceptos Generales y Aplicaciones en Psicología,10,enfoques humanista y transpersonal: conceptos generales y aplicaciones en psicologia
PSI2451,Salud Mental Perinatal y Vinculación Temprana,10,salud mental perinatal y vinculacion temprana
PSI2452,Etnografía y Psicología: Practicas Innovadoras de Investigación,10,etnografia y psicologia: practicas innovadoras de investigacion
PSI2453,Psicología de la Alimentación: Determinantes Psicosociales de la Conducta Alimentaria,10,psicologia de la alimentacion: determinantes psicosociales de la conducta alimentaria
PSI2454,Desarrollo de Habilidades y Estrategias para Promover el Bienestar y la Resiliencia,10,desarrollo de habilidades y estrategias para promover el bienestar y la resiliencia
PSI2455,"Trabajo en Equipo: Efectividad, Aprendizaje y Bienestar",10,"trabajo en equipo: efectividad, aprendizaje y bienestar"
PSI2501,Tecnologías de Comunicación Alternativa y Aumentativa,10,tecnologias de comunicacion alternativa y aumentativa
PSI2502,Psicología del Trabajo y la Ocupación,5,psicologia del trabajo y la ocupacion
PSI2503,Salud Mental,10,salud mental
PSI2508,Práctica en Psicología Laboral,30,practica en psicologia laboral
PSI2509,Práctica en Psicología de la Salud,30,practica en psicologia de la salud
PSI2518,Práctica en Psicología Laboral (PSI2518),30,practica en psicologia laboral (psi2518)
PSI2530,Práctica en Psicología Comunitaria,30,practica en psicologia comunitaria
PSI2537,Práctica en Psicología Educacional,30,practica en psicologia educacional
PSI2546,Práctica en Psicología Clínica,30,practica en psicologia clinica
PSI3013,El Psicoterapeuta en la Escena Clínica,10,el psicoterapeuta en la escena clinica
PSI3048,"Psicología Comunitaria y la ""Orientación a la Recuperación""",10,"psicologia comunitaria y la ""orientacion a la recuperacion"""
PSI3051,Investigación en Psicología Comunitaria,10,investigacion en psicologia comunitaria
PSI3507,Políticas Públicas Educativas Docentes,10,politicas publicas educativas docentes
PSI3523,Gestión de Personas,10,gestion de personas
PSI3528,Conducta del Consumidor (PSI3528),10,conducta del consumidor (psi3528)
PSI3584,Procesos Grupales,10,procesos grupales
PSI3586,Evaluación de Programas y Proyectos Sociales,10,evaluacion de programas y proyectos sociales
PSL402,Teoría Conductual I,10,teoria conductual 1
PSL407,Teoría Conductual II,10,teoria conductual 2
PSL412,Técnicas de Evaluación Psicológica,10,tecnicas de evaluacion psicologica
PSO100,Tópicos en Psicología Transpersonal,10,topicos en psicologia transpersonal
PSO101,Taller de Técnicas de Terapia Infantil,10,taller de tecnicas de terapia infantil
PSO102,Técnicas de Grupo,10,tecnicas de grupo
PSO103,Técnicas Proyectivas en la Medición,10,tecnicas proyectivas en la medicion
PSO104,Introducción al Pensamiento de Lev Vygotsky,10,introduccion al pensamiento de lev vygotsky
PSO105,Taller de Habitos en Comunidad Interpersonal,10,taller de habitos en comunidad interpersonal
PSO106,Taller de Habitos para el Trabajo Grupal,10,taller de habitos para el trabajo grupal
PSO107,Psicopatología del Desarrollo,10,psicopatologia del desarrollo
PSO108,Introducción Teoría Psicoanalitica de los Sueños,10,introduccion teoria psicoanalitica de los suenos
PSO109,Evaluación Psicológica Infantil,10,evaluacion psicologica infantil
PSO110,Aplicación de Técnicas de Psicodiagnostico,10,aplicacion de tecnicas de psicodiagnostico
PSO111,Taller de Desarrollo Habilidad,10,taller de desarrollo habilidad
PSO112,Seminario Problemas. en Salud Mental Ocupacional,10,seminario problemas. en salud mental ocupacional
PSO113,Bases de Psicoterapia Psicoanalitica,10,bases de psicoterapia psicoanalitica
PSO114,Psicosociología de las Relaciones Laborales,10,psicosociologia de las relaciones laborales
PSO115,Taller de Habilidades Básicas,10,taller de habilidades basicas
PSO116,Desarrollo de Sistemas Instruccionales Basados Tecnologías de Información,10,desarrollo de sistemas instruccionales basados tecnologias de informacion
PSO117,Psicología de la Salud,10,psicologia de la salud
PSO118,Psicología Política,10,psicologia politica
PSO120,Taller de Habilidades en Comunicación y Organización de Equipos,10,taller de habilidades en comunicacion y organizacion de equipos
PSO124,Vocación de Amor y Psicología,10,vocacion de amor y psicologia
PSO152,Psicología de la Creatividad,10,psicologia de la creatividad
PSO200,Drogas: Un Probl Multidimensional,10,drogas: un probl multidimensional
PSO203,Proceso Psicologico Conflicto y Violencia,10,proceso psicologico conflicto y violencia
PSO206,Sexualidad y Afectividad Humana (PSO206),10,sexualidad y afectividad humana (pso206)
PSO208,Teoría de la Práctica Psicoanalitica I,10,teoria de la practica psicoanalitica 1
PSO209,Análisis Psicosocial de la Ninez y Adolescencia,10,analisis psicosocial de la ninez y adolescencia
PSO211,Teoría de la Práctica Psicoanalitica,10,teoria de la practica psicoanalitica
PSO212,Psicología de la Religión I: Enfoques Teoricosos,10,psicologia de la religion i: enfoques teoricosos
PSO213,Trastorno de la Conducta Alimentaria,10,trastorno de la conducta alimentaria
PSO214,Psicología de la Salud: Aportes en Problemas Cronicos de Salud,10,psicologia de la salud: aportes en problemas cronicos de salud
PSO217,Seminario de Pobreza Infocap,10,seminario de pobreza infocap
PSO254,Análisis e Interpretación Junguianos de los Sueños,10,analisis e interpretacion junguianos de los suenos
PSO255,Epistemología,10,epistemologia
PSO256,Apoyo Psicologico al Paciente Con Cancer,10,apoyo psicologico al paciente con cancer
PSO302,Interrelaciones Entre Personalidad y Depresión,10,interrelaciones entre personalidad y depresion
PSO304,Abordaje Clínico Pacientes Con Consumo Problematico de Drogas Y/O Alcohol,10,abordaje clinico pacientes con consumo problematico de drogas y/o alcohol
PSO305,Aproximación Psicoanalitica a la Psicopatología,10,aproximacion psicoanalitica a la psicopatologia
PSO306,Gestión de Proyecto de Consulta y Mejoramiento del Desempeno de las Organizaciones,10,gestion de proyecto de consulta y mejoramiento del desempeno de las organizaciones
PSO307,Herramientas de Cambio Organizacional,10,herramientas de cambio organizacional
PSO309,Consultoría Organizacional,10,consultoria organizacional
PSO310,Clínica Con Adolescentes: Dos Miradas,10,clinica con adolescentes: dos miradas
PSO312,"Coaching, Teoría y Práctica",10,"coaching, teoria y practica"
PSO352,Proceso Drogadicción y Sistema de Intervención II,10,proceso drogadiccion y sistema de intervencion 2
PSO353,Clínica Biografica:Relatos de Vida,10,clinica biografica:relatos de vida
PSO354,Pre Práctica Hogar de Cristo,10,pre practica hogar de cristo
PSO356,Tecnica de Intervenion en Psicoterapia Infantil de Orientación Psicoanalitica,10,tecnica de intervenion en psicoterapia infantil de orientacion psicoanalitica
PSO357,El Trabajo en Equipo,10,el trabajo en equipo
PSO358,Pre-Práctica de Formación Profesional,10,pre-practica de formacion profesional
PSO400,Estudio Dirigido de Profundización Psicología Básica,10,estudio dirigido de profundizacion psicologia basica
PSO401,Taller de Profundización en Psicología Básica,10,taller de profundizacion en psicologia basica
PSO402,Estudio Dirigido de Profundización en Psicología Aplicada,10,estudio dirigido de profundizacion en psicologia aplicada
PSO403,Taller de Profundización en Psicología Aplicada,10,taller de profundizacion en psicologia aplicada
PSO404,Estudio Dirigido de Especialización Profesional,10,estudio dirigido de especializacion profesional
PSO405,Taller de Profundización de Especialización Profesional,10,taller de profundizacion de especializacion profesional
PSO406,Psicogerontología,10,psicogerontologia
PSO407,Trastornos de Personalidad,10,trastornos de personalidad
PSO408,Abordaje Clínico de Pacientes Con Consumo Problematico de Drogas Y/O Alcohol,10,abordaje clinico de pacientes con consumo problematico de drogas y/o alcohol
PSO409,Desarrollo Infantil y Políticas Públicas: Teoría y Evidencia,10,desarrollo infantil y politicas publicas: teoria y evidencia
PSO410,Psicología de la Religión,10,psicologia de la religion
PSO411,Uso y Abuso de Sustancias,10,uso y abuso de sustancias
PSO412,La Entrevista: Herramientas Practicas y Escucha Activa,10,la entrevista: herramientas practicas y escucha activa
PSO413,Autoconocimiento a través del Arte; Un Enfoque Narrativo,10,autoconocimiento a traves del arte; un enfoque narrativo
PSO414,Diferencias Individuales en el Aprendizaje Escolar,10,diferencias individuales en el aprendizaje escolar
PSO415,Neurociencias y Espiritualidad,10,neurociencias y espiritualidad
PSO416,Inteligencia Multicultural,10,inteligencia multicultural
PSO417,Amor y Conflicto: La Relación de Pareja,10,amor y conflicto: la relacion de pareja
PSO418,Psicología y Pobreza: Aportes Contemporáneos al Trabajo en Contextos Vulnerables,10,psicologia y pobreza: aportes contemporaneos al trabajo en contextos vulnerables
PSP105,Práctica Clínica,20,practica clinica
PSP105A,Práctica Clínica (PSP105A),30,practica clinica (psp105a)
PSP205A,Práctica Educacional,30,practica educacional
PSP300,Alcoholismo Reeducación y Prevención,10,alcoholismo reeducacion y prevencion
PSP305A,Práctica Laboral Organizacional,30,practica laboral organizacional
PST156,Análisis Ocupacional y Selección Profesional,10,analisis ocupacional y seleccion profesional
PST258A,Desarrollo Organizacional (PST258A),10,desarrollo organizacional (pst258a)
PST301,Gestión de Recursos Humanos (PST301),10,gestion de recursos humanos (pst301)
PTP1209,Política de la Información,8,politica de la informacion
PTP1819,Investigación Periodística II,8,investigacion periodistica 2
PTP4818,Investigación Periodística I,8,investigacion periodistica 1
QDA2311,Seminario I Bibliografico,2,seminario 1 bibliografico
QDA3800,Tesis I,25,tesis 1
QDA3801,Tesis Licenciatura,50,tesis licenciatura
QDA3900,Tesis II,25,tesis 2
QFF111A,Relaciones Humanas (QFF111A),4,relaciones humanas (qff111a)
QFF1120,Introducción a las Ciencias Farmacéuticas,4,introduccion a las ciencias farmaceuticas
QFF2011,Botánica y Farmacognosia,6,botanica y farmacognosia
QFF3701,Tecnología Farmacéutica I,8,tecnologia farmaceutica 1
QFF3702,Fármaco-Química I,8,farmaco-quimica 1
QFF3801,Tecnología Farmacéutica II T-P,10,tecnologia farmaceutica 2 t-p
QFF3802,Fármaco-Química II T-P,10,farmaco-quimica 2 t-p
QFF3901,Tecnología Farmacéutica III T-P,10,tecnologia farmaceutica 3 t-p
QFF3902,Fármaco-Química III T-P,10,farmaco-quimica 3 t-p
QFF3903,Farmacología III,6,farmacologia 3
QFF3930,Farmacia Clínica I,6,farmacia clinica 1
QFF4010,Introducción a la Farmacia Privada,6,introduccion a la farmacia privada
QFF4020,Toxicología y Prevención Riesgo,6,toxicologia y prevencion riesgo
QFF4030,Farmacia Clínica II T-P,20,farmacia clinica 2 t-p
QFF4040,Legislación Farmacéutica,4,legislacion farmaceutica
QFF4050,Fármaco-Química IV,8,farmaco-quimica 4
QFF4051,Farmacia Clínica III,8,farmacia clinica 3
QFF4053,Tecnología Farmacéutica IV,8,tecnologia farmaceutica 4
QFF4100,Tesis (QFF4100),50,tesis (qff4100)
QFF4110,Profundización Profesional,35,profundizacion profesional
QFG2001,Fgc Desarrollo de Ciencia y Tecnología,5,fgc desarrollo de ciencia y tecnologia
QIF102,Fármaco-Química II,15,farmaco-quimica 2
QIF103,Fármaco-Química III,15,farmaco-quimica 3
QIF104,Farmacocinética y Bio-Farmacia,10,farmacocinetica y bio-farmacia
QIF106,Tecnología Farmacéutica II,15,tecnologia farmaceutica 2
QIF107,Legislación y Deontología Farmacéutica,5,legislacion y deontologia farmaceutica
QIF108,Toxicología,10,toxicologia
QIF109,Farmacia Privada,10,farmacia privada
QIF110,Farmacia Clínica y Atención Farmacéutica,10,farmacia clinica y atencion farmaceutica
QIF112,Internado Clínico,30,internado clinico
QIF117,El Mundo de los Medicamentos,10,el mundo de los medicamentos
QIF118,Bioquímica Clínica,10,bioquimica clinica
QIM001,Química Preliminar,0,quimica preliminar
QIM001A,Química Preliminar (QIM001A),5,quimica preliminar (qim001a)
QIM010,Química Inicial,10,quimica inicial
QIM100,Química General,10,quimica general
QIM1002,Liderazgo Estrategico para Estudiantes de Química y Farmacia,10,liderazgo estrategico para estudiantes de quimica y farmacia
QIM1003,Gestión y Marketing Estrategico Como Herramienta Fundamental para el Químico Farmaceutico,10,gestion y marketing estrategico como herramienta fundamental para el quimico farmaceutico
QIM1004,Farmacia Asistencial,10,farmacia asistencial
QIM1005,Gmp y Calidad en la Industria Farmacéutica,10,gmp y calidad en la industria farmaceutica
QIM1006,Farmacia Clínica Avanzada,10,farmacia clinica avanzada
QIM1007,Avances en Farmacoterapeutica,10,avances en farmacoterapeutica
QIM1009,Farmacoeconomía,10,farmacoeconomia
QIM100A,Química General II,10,quimica general 2
QIM100E,Química para Ingeniería,10,quimica para ingenieria
QIM101,Laboratorio Química General,5,laboratorio quimica general
QIM1010,Síntesis de Farmacos,10,sintesis de farmacos
QIM1011,Análisis de Farmacos,10,analisis de farmacos
QIM1012,Gestión de Calidad de la Farmacia Asistencial,10,gestion de calidad de la farmacia asistencial
QIM1013,Bases Celulares y Moleculares de Patología Humana,10,bases celulares y moleculares de patologia humana
QIM1014,Nuevas Formas de Dosificación y Vias de Administración,10,nuevas formas de dosificacion y vias de administracion
QIM1015,Aplicación Eficiente de las Buenas Practicas de Manufactura en la Industria Farmacéutica,10,aplicacion eficiente de las buenas practicas de manufactura en la industria farmaceutica
QIM1016,Garantia de Calidad de la Industria Farmacéutica,10,garantia de calidad de la industria farmaceutica
QIM1017,Inmunofarmacología,10,inmunofarmacologia
QIM1018,Modelos Farmacologicos de Desordenes Neuropsiquiatricos T-P,10,modelos farmacologicos de desordenes neuropsiquiatricos t-p
QIM1019,Farmacología Clínica Aplicada,10,farmacologia clinica aplicada
QIM101A,Técnicas de Laboratorio Químico,5,tecnicas de laboratorio quimico
QIM101L,Laboratorio de Química General,10,laboratorio de quimica general
QIM102,Química Orgánica I,10,quimica organica 1
QIM1020,Marketing para Químicos y Farmaceuticos,10,marketing para quimicos y farmaceuticos
QIM1021,Farmacia Hospitalaria,10,farmacia hospitalaria
QIM1022,Desafio de la Industria Cosmética,10,desafio de la industria cosmetica
QIM1023,Cancer y su Tratamiento Farmacologico,10,cancer y su tratamiento farmacologico
QIM1024,Farmacovigilancia y Tecnovigilancia,10,farmacovigilancia y tecnovigilancia
QIM1025,Innovación y Emprendimiento en Farmacia,10,innovacion y emprendimiento en farmacia
QIM1026,Laboratorio de Farmacognosia,10,laboratorio de farmacognosia
QIM1027,Ciencia y Tecnología de los Alimentos,10,ciencia y tecnologia de los alimentos
QIM1028,Servicios Profesionales Farmaceuticos Asistenciales para Atención Primaria de Salud,10,servicios profesionales farmaceuticos asistenciales para atencion primaria de salud
QIM1029,Cine & Toxicología,10,cine & toxicologia
QIM103,Química Orgánica II,10,quimica organica 2
QIM1030,"Industria Farmacéutica: Desafíos, Oportunidades y Estrategia",10,"industria farmaceutica: desafios, oportunidades y estrategia"
QIM1031,Farmacogenomica y Medicina Personalizada,10,farmacogenomica y medicina personalizada
QIM1032,Caracterización Estructural de Farmacos,10,caracterizacion estructural de farmacos
QIM1033,Química Bio-Inorgánica,10,quimica bio-inorganica
QIM1035,Aplicaciones Industriales de la Biofarmacia,10,aplicaciones industriales de la biofarmacia
QIM1036,Bioingenieria Farmacéutica,10,bioingenieria farmaceutica
QIM1037,Medicina Biorreguladora de Sistemas,10,medicina biorreguladora de sistemas
QIM1038,Farmacia Hospitalaria (QIM1038),10,farmacia hospitalaria (qim1038)
QIM104,Laboratorio de Química Orgánica,10,laboratorio de quimica organica
QIM1040,Métodos Cuantitativos para el Análisis y Optimización Experimental en Química y Farmacia,10,metodos cuantitativos para el analisis y optimizacion experimental en quimica y farmacia
QIM105,Síntesis Orgánica,10,sintesis organica
QIM106,Química Inorgánica I,10,quimica inorganica 1
QIM107,Química Inorgánica II,10,quimica inorganica 2
QIM108,Química Inorgánica III,10,quimica inorganica 3
QIM109,Análisis Químico I,10,analisis quimico 1
QIM109A,Química Analítica I,10,quimica analitica 1
QIM110,Análisis Químico II,10,analisis quimico 2
QIM110A,Química Analítica II,10,quimica analitica 2
QIM111,Análisis Instrumental,10,analisis instrumental
QIM111A,Química Analítica III,10,quimica analitica 3
QIM112,Química Analítica Aplicada,10,quimica analitica aplicada
QIM114,Química-Física I,10,quimica-fisica 1
QIM114B,Química Física I,10,quimica fisica 1
QIM115,Química-Física II,10,quimica-fisica 2
QIM116,Química-Física III,10,quimica-fisica 3
QIM117B,Bioquímica,10,bioquimica
QIM118,Electroquímica,10,electroquimica
QIM119,Tesis de Licenciatura,50,tesis de licenciatura
QIM120,Química en la Naturaleza y la Sociedad,10,quimica en la naturaleza y la sociedad
QIM122,Análisis Forense,10,analisis forense
QIM124,Mundo de los Medicamentos,10,mundo de los medicamentos
QIM130,Innovación en las Ciencias Básicas. Una Posibilidad Real,10,innovacion en las ciencias basicas. una posibilidad real
QIM135,Química Computacional,10,quimica computacional
QIM137,Innovación y Emprendimiento en las Ciencias Básicas: Promoviendo un Mundo Sustentable,10,innovacion y emprendimiento en las ciencias basicas: promoviendo un mundo sustentable
QIM150,Química-Física,10,quimica-fisica
QIM200,Química Orgánica Fundamental,10,quimica organica fundamental
QIM200P,Fundamentos de Química Orgánica,10,fundamentos de quimica organica
QIM2010,Seminario de Pregrado I,10,seminario de pregrado 1
QIM201P,Desarrollo de Habilidades Pensamiento Científico (Cpc),10,desarrollo de habilidades pensamiento cientifico (cpc)
QIM202,Bioquímica General,10,bioquimica general
QIM2020,Seminario de Pregrado II,10,seminario de pregrado 2
QIM202N,Bioquímica General para Nutrición,10,bioquimica general para nutricion
QIM203,Seminario de Pregrado,10,seminario de pregrado
QIM2030,Seminario Bibliografico (QIM2030),10,seminario bibliografico (qim2030)
QIM300,Gestión y Manejo de Residuos Químicos,10,gestion y manejo de residuos quimicos
QIM300B,Gestión y Manejo de Residuos,10,gestion y manejo de residuos
QIM300P,Problematicas en la Enseñanza de la Química (Cpc),10,problematicas en la ensenanza de la quimica (cpc)
QIM301P,Química y Su Relación Con Otras Ciencias. Aplicaciones (Cpc),10,quimica y su relacion con otras ciencias. aplicaciones (cpc)
QIM400,Química Orgánica Aplicada,10,quimica organica aplicada
QIM400P,Diseño de Laboratorios en Aula (Cpc),10,diseno de laboratorios en aula (cpc)
QIM401,Síntesis de Farmacos (QIM401),10,sintesis de farmacos (qim401)
QIM402,Análisis de Farmacos (QIM402),10,analisis de farmacos (qim402)
QIM403,Cristalografía de Rayos-X y Técnicas de Resolución Estructural,10,cristalografia de rayos-x y tecnicas de resolucion estructural
QIM450,Prevención de Riesgos Profesionales,10,prevencion de riesgos profesionales
QIM450P,Taller de Química (Cpc),10,taller de quimica (cpc)
QIM500,Química Inorgánica Aplicada,10,quimica inorganica aplicada
QIM501,Formulación y Venta de Productos Químicos Industriales,10,formulacion y venta de productos quimicos industriales
QIM502,Contaminación y Química de Suelos,10,contaminacion y quimica de suelos
QIM503,Tópicos en Química Ambiental,10,topicos en quimica ambiental
QIM504,Química Forense,10,quimica forense
QIM505,Bioquímica Forense,10,bioquimica forense
QIM506,Química Toxicologica,10,quimica toxicologica
QIM507,Aspectos Generales y Aplicaciones de Simulación Molecular,10,aspectos generales y aplicaciones de simulacion molecular
QIM509,Introducción a la Nanotecnología,10,introduccion a la nanotecnologia
QIM511,Enzimas en la Industria Química y Farmacéutica,10,enzimas en la industria quimica y farmaceutica
QIM512,Análisis Químico y Bioquímico en los Peritajes Forenses,10,analisis quimico y bioquimico en los peritajes forenses
QIM513,Sistema de Gestión de Conducta Responsable en la Industria Química,10,sistema de gestion de conducta responsable en la industria quimica
QIM514,Análisis de Productos Farmaceuticos,10,analisis de productos farmaceuticos
QIM515,Propiedad Intelectual para Innovar y Emprender,10,propiedad intelectual para innovar y emprender
QIM516,Química Industrial,10,quimica industrial
QIM517,Celdas Solares,10,celdas solares
QIM518,Una Mirada a la Industria Química Chilena y el rol del Profesional Químico,10,una mirada a la industria quimica chilena y el rol del profesional quimico
QIM519,ñComo la Química Cambio el Mundoñ,10,ncomo la quimica cambio el mundon
QIM520,Química Moderna: Una Mirada al Mundo de los Átomos y las Moléculas,10,quimica moderna: una mirada al mundo de los atomos y las moleculas
QIM521,"Liposomas: Sistemas Nanotransportadores para Aplicaciones Biomédicas, Biotecnologicas y Farmacéutica",10,"liposomas: sistemas nanotransportadores para aplicaciones biomedicas, biotecnologicas y farmaceutica"
QIM522,"Especies Reactivas, Antioxidantes y Salud Humana",10,"especies reactivas, antioxidantes y salud humana"
QIM523,Almacenamiento de Energía: Vectores Químicos y Dispositivos,10,almacenamiento de energia: vectores quimicos y dispositivos
QIM524,Técnicas Experimentales en Química Biológica,10,tecnicas experimentales en quimica biologica
QIM525,Análisis Químico de Alimentos,10,analisis quimico de alimentos
QIM526,Aplicaciones de la Energía Nuclear,10,aplicaciones de la energia nuclear
QIM527,Seminario de Pregrado en la Industria,10,seminario de pregrado en la industria
QIM528,Políticas Cientificas e Innovación Pública,10,politicas cientificas e innovacion publica
QIM529,Introducción a la Nanotecnología (QIM529),10,introduccion a la nanotecnologia (qim529)
QIM530,Industria Química y sus Practicas Sustentables,10,industria quimica y sus practicas sustentables
QIM531,Química Verde e Ingeniería Verde: Herramientas y Tecnologías Innovadoras en Armonía con el Planeta,10,quimica verde e ingenieria verde: herramientas y tecnologias innovadoras en armonia con el planeta
QIM532,Matemáticas para la Químico Física,10,matematicas para la quimico fisica
QIM533,Química Computacional (QIM533),10,quimica computacional (qim533)
QIM534,Química Medicinal de Receptores Biológicos,10,quimica medicinal de receptores biologicos
QIM550,Fuentes y Utilización de las Energias Renovables y No Renovables en Chile,10,fuentes y utilizacion de las energias renovables y no renovables en chile
QIN2011,Inglés Tecnico I,0,ingles tecnico 1
QIN2511,Inglés Tecnico II,6,ingles tecnico 2
QIN3011,Inglés Tecnico III,6,ingles tecnico 3
QMA2304,Química Analítica I T-P,10,quimica analitica 1 t-p
QMA2404,Química Analítica II T-P,14,quimica analitica 2 t-p
QMA2604,Laboratorio Análisis Instrumental,8,laboratorio analisis instrumental
QMA2704,Química Analítica III T-P,12,quimica analitica 3 t-p
QMI2502,Química Inorgánica II T-P,12,quimica inorganica 2 t-p
QMI2602,Química Inorgánica III T-P,12,quimica inorganica 3 t-p
QMP3801,Elementos de Operación Industrial,10,elementos de operacion industrial
QOP3801,Química Ambiental,10,quimica ambiental
QOP3803,Métodos Analiticos Avanzados T-P,10,metodos analiticos avanzados t-p
QOP3805,Comercialización de Instrumentos e Insumos Químicos,10,comercializacion de instrumentos e insumos quimicos
QOP3806,Electroquímica Industrial,10,electroquimica industrial
QPQ3411,Introducción a la Ciencia de Alimentos,4,introduccion a la ciencia de alimentos
QPQ3414,Introducción a Métodos de Separación,6,introduccion a metodos de separacion
QPQ3512,Fundamentos de Microbiología Alimentos,4,fundamentos de microbiologia alimentos
QPQ3513,Química de Alimentos,6,quimica de alimentos
QPQ3515,Bioquímica de Aminoacidos,4,bioquimica de aminoacidos
QPQ3518,Síntesis Compuest Organicos Uso Industrial T-P,12,sintesis compuest organicos uso industrial t-p
QPQ3520,Síntesis Compuesto de Interes Farmacologico,6,sintesis compuesto de interes farmacologico
QPQ3611,Contaminación Ambiental,4,contaminacion ambiental
QPQ3613,Galvanotecnia T-P,10,galvanotecnia t-p
QPQ3618,Síntesis Inorgánica Avanzada,10,sintesis inorganica avanzada
QPQ3621,Electroquímica Industrial Cobre Cloro Alcali,4,electroquimica industrial cobre cloro alcali
QPQ3622,Metalurgia Extractiva del Cobre,4,metalurgia extractiva del cobre
QPQ3713,Química Física de Superficies,4,quimica fisica de superficies
QPQ3715,Reactividad Química,6,reactividad quimica
QPQ3720,Bioinorgánica,6,bioinorganica
QPQ3721,Química-Física de Macromoleculas,4,quimica-fisica de macromoleculas
QPQ3722,Laboratorio Química-Física de Macromoleculas,10,laboratorio quimica-fisica de macromoleculas
QPQ3723,Laboratorio de Estructura Molecular,10,laboratorio de estructura molecular
QPQ3724,Laboratorio Cinética Química,10,laboratorio cinetica quimica
QPQ3725,Química Computacional T-P,4,quimica computacional t-p
QPQ3727,Química Computacional (QPQ3727),6,quimica computacional (qpq3727)
QPQ3802,Creación y Gestión Empresas Quimicas,6,creacion y gestion empresas quimicas
QPQ3803,Sistemas de Calidad y Normalización,10,sistemas de calidad y normalizacion
QPQ3804,Comunicación Humana,5,comunicacion humana
QQF2501,Cb Química Física I T-P,12,cb quimica fisica 1 t-p
QQF3502,Electroquímica T-P,10,electroquimica t-p
QQF3601,Cb Química Física II T-P,10,cb quimica fisica 2 t-p
QQF3701,Química-Física III T-P,10,quimica-fisica 3 t-p
QQO2303,Cb Química Orgánica II,8,cb quimica organica 2
QQO2401,Cb Lab Química Orgánica,10,cb lab quimica organica
QQO2402,Cb Bioquímica T-P,14,cb bioquimica t-p
QQO2403,Cb Química Orgánica III,8,cb quimica organica 3
QQO3501,Síntesis Orgánica T-P,12,sintesis organica t-p
QUG1010,Ciencia y Civilización,10,ciencia y civilizacion
QUI0001,Título Químico Mención Química Industrial,0,titulo quimico mencion quimica industrial
QUI0002,Título Químico Mención Química Ambiental y Analítica,0,titulo quimico mencion quimica ambiental y analitica
QUI2000,Seminario de Pregrado (QUI2000),10,seminario de pregrado (qui2000)
QUN1003,Química Inorgánica Ingeniería,10,quimica inorganica ingenieria
RAI0701,Actividades PUC-California,1,actividades puc-california
RCE1000,De Atacama a Patagonia: Transformaciones Socioambientales en Terreno,10,de atacama a patagonia: transformaciones socioambientales en terreno
REN101,Desafíos de la Ingeniería de Recursos Naturales,5,desafios de la ingenieria de recursos naturales
REN201,Climatología e Hidrología,10,climatologia e hidrologia
REN202,Sistemas Socioambientales,10,sistemas socioambientales
REN203,Geología y Ciencias del Suelo,10,geologia y ciencias del suelo
REN220,Política Ambiental y de los Recursos Naturales,10,politica ambiental y de los recursos naturales
REN225,Metodologías de Investigación,10,metodologias de investigacion
REN230,Contaminación de Agua y Aire,10,contaminacion de agua y aire
REN231,Contaminación Ambiental y Huella Hidrica,10,contaminacion ambiental y huella hidrica
REN232,Gestión de Riesgos de Cambio Climático,10,gestion de riesgos de cambio climatico
REN233,Ciencias de Datos y Recursos Hidricos,10,ciencias de datos y recursos hidricos
REN234,Gobernanza y Regulación del Agua,10,gobernanza y regulacion del agua
REN235,Modelación de Sistemas Naturales(Capstone),10,modelacion de sistemas naturales(capstone)
REN236,Economía Circular e Innovación,10,economia circular e innovacion
REN237,Conservación del Suelo y Gestión del Carbono,10,conservacion del suelo y gestion del carbono
REN270,Desafíos de la Pesca y Acuicultura,10,desafios de la pesca y acuicultura
REN280,Energias Renovables,10,energias renovables
REN285,Conservación de Suelos (REN285),10,conservacion de suelos (ren285)
REN290,Taller de Práctica,5,taller de practica
REN305,Análisis de Sustentabilidad de Sistemas Productivos,10,analisis de sustentabilidad de sistemas productivos
REN308,Gestión Ambiental Empresarial,10,gestion ambiental empresarial
REN310,Evaluación de Proyectos en Recursos Naturales,10,evaluacion de proyectos en recursos naturales
REN320,"Liderazgo, Innovación y Emprendimiento en Recursos Naturales",10,"liderazgo, innovacion y emprendimiento en recursos naturales"
REN325,Administración para Ingenieros de Recursos Naturales,10,administracion para ingenieros de recursos naturales
REN335,Tecnologías Digitales en Recursos Naturales,10,tecnologias digitales en recursos naturales
RIC100,Taller de Habilidades Comunicativas en Castellano,0,taller de habilidades comunicativas en castellano
RIE1000,Convalidac Idioma Extranjero,0,convalidac idioma extranjero
RII0000,Beginners English,5,beginners english
RII0100,Elementary English,5,elementary english
RII1000,English I (Alte 2 - 3),5,english 1 (alte 2 - 3)
RII1001,Pre-Intermediate English 1,5,pre-intermediate english 1
RII1002,English I - II (Alte 2 - 3),10,english 1 - 2 (alte 2 - 3)
RII100E,Inglés Elemental,0,ingles elemental
RII1020,English I and II,5,english 1 and 2
